row_id,language,batch_id,status,fail_reason,intent,input_preview,jsonl_line,created_at
25713,kn,448,kept,,thinking,ಅದು ಸರಿಯಾಗಿ ಕೆಲಸ ಮಾಡ್ತಿಲ್ಲ.,24294,2026-08-23T23:51:14Z
25714,kn,448,kept,,thinking,ನಿಮಗೆ ಸಂಗೀತ ಇಷ್ಟನಾ?,24295,2026-08-23T23:51:15Z
25715,kn,448,kept,,positive_ack,ನನಗೆ ಸ್ವಲ್ಪ ಸಮಯ ಕೊಡಿ.,24296,2026-08-23T23:51:15Z
25716,kn,448,kept,,thinking,ನೀವು ಎಲ್ಲಿ ಕೆಲಸ ಮಾಡ್ತೀರಾ?,24297,2026-08-23T23:51:15Z
25717,kn,448,kept,,thinking,ಅವನು ಯಾವಾಗ ಬರುತ್ತಾನೆ?,24298,2026-08-23T23:51:15Z
25718,kn,448,kept,,thinking,ನನಗೆ ತುಂಬಾ ಹಸಿವಾಗುತ್ತಿದೆ.,24299,2026-08-23T23:51:15Z
25719,kn,448,kept,,thinking,ನೀವು ಇದನ್ನು ಓದಿದ್ದೀರಾ?,24300,2026-08-23T23:51:15Z
25720,kn,448,kept,,positive_ack,ಇದು ತುಂಬಾ ಸುಂದರವಾಗಿದೆ.,24301,2026-08-23T23:51:16Z
25721,kn,448,kept,,positive_ack,ನಾನು ಇದನ್ನು ಮಾಡಬಲ್ಲೆ.,24302,2026-08-23T23:51:16Z
25722,kn,448,kept,,thinking,ನಿಮಗೆ ಯಾವುದು ಇಷ್ಟ?,24303,2026-08-23T23:51:16Z
25723,kn,448,kept,,surprised,ಇದು ಹೇಗೆ ಸಾಧ್ಯ?,24304,2026-08-23T23:51:16Z
25724,kn,448,kept,,thinking,ನನಗೆ ಸಹಾಯ ಬೇಕು.,24305,2026-08-23T23:51:16Z
25725,kn,448,kept,,apologetic,ಊಟ ತುಂಬಾ ತಡವಾಯಿತು,24306,2026-08-23T23:51:16Z
25726,kn,448,kept,,thinking,ಅಲ್ಲಿ ಪಾರ್ಕಿಂಗ್ ಇರುತ್ತಾ?,24307,2026-08-23T23:51:17Z
25727,kn,448,kept,,sad_acknowledge,ನನಗೆ ಈ ಖಾದ್ಯ ಇಷ್ಟವಾಗಲಿಲ್ಲ,24308,2026-08-23T23:51:17Z
25728,kn,448,kept,,calming,ಬೆಲೆ ತುಂಬಾ ಜಾಸ್ತಿ ಅನಿಸ್ತಿದೆ,24309,2026-08-23T23:51:17Z
25729,kn,448,kept,,positive_ack,"ನನಗೆ ಶುಗರ್ ಇದೆ, ಹಾಗಾಗಿ ಸಿಹಿ ಬೇಡ",24310,2026-08-23T23:51:17Z
25730,kn,448,kept,,thinking,ಅದಕ್ಕೆ ಬದಲಾಗಿ ಬೇರೆ ಏನಾದರೂ ಇದೆಯಾ?,24311,2026-08-23T23:51:17Z
25731,kn,448,kept,,apologetic,"ತುಂಬಾ ಖಾರವಾಗಿದೆ, ತಿನ್ನೋಕೆ ಆಗುತ್ತಿಲ್ಲ",24312,2026-08-23T23:51:18Z
25732,kn,448,kept,,thinking,ಅಲ್ಲಿ ರೂಮ್‌ಗಳು ಖಾಲಿ ಇವೆಯಾ?,24313,2026-08-23T23:51:18Z
25733,kn,448,kept,,apologetic,"ನಾನು ಆಗಲೇ ಹೇಳಿದ್ದೆ, ಈ ಟೇಬಲ್ ಬೇಡ ಅಂತ",24314,2026-08-23T23:51:18Z
25734,kn,448,kept,,positive_ack,ನನಗೆ ಸ್ವಲ್ಪ ನೀರು ಕೊಡಿ,24315,2026-08-23T23:51:18Z
25735,kn,448,kept,,apologetic,"ಆರ್ಡರ್ ಇನ್ನೂ ಬರಲಿಲ್ಲ, ಏನಾಯ್ತು?",24316,2026-08-23T23:51:18Z
25736,kn,448,kept,,thinking,ಈ ಹೋಟೆಲ್‌ನಲ್ಲಿ ವೆಜ್ ಆಯ್ಕೆಗಳು ಇವೆಯಾ?,24317,2026-08-23T23:51:19Z
25737,kn,448,kept,,apologetic,ನನ್ನ ಬಿಲ್ ತಪ್ಪು ಬಂದಿದೆ,24318,2026-08-23T23:51:19Z
25738,kn,443,kept,,negative_ack,ಈ ಪೇಂಟ್ ಕಲರ್ ಸರಿಯಿಲ್ಲ,24319,2026-08-23T23:51:19Z
25739,kn,443,kept,,impatient,ಇನ್ನು ಎಷ್ಟು ಸಲ ಹೇಳಲಿ?,24320,2026-08-23T23:51:19Z
25740,kn,443,kept,,empathetic,ಅವರು ಯಾವಾಗಲೂ ಹೀಗೆ,24321,2026-08-23T23:51:19Z
25741,kn,443,kept,,negative_ack,ನನಗೆ ಇದು ಬೇಡ,24322,2026-08-23T23:51:19Z
25742,kn,443,kept,,positive_ack,ಮನೆಗೆ ಹೋಗೋಕೆ ಆಸೆ ಇದೆ,24323,2026-08-23T23:51:20Z
25743,kn,443,kept,,negative_ack,"ಇಲ್ಲ, ನಾನು ಬೇರೆ ಮನೆ ನೋಡಿದೆ",24324,2026-08-23T23:51:20Z
25744,kn,443,kept,,empathetic,ಅಮ್ಮನಿಗೆ ತುಂಬಾ ಕೆಲಸ ಇದೆ,24325,2026-08-23T23:51:20Z
25745,kn,443,kept,,negative_ack,"ಇಲ್ಲ, ಇವತ್ತು ರಜೆ ಇಲ್ಲ",24326,2026-08-23T23:51:20Z
25746,kn,443,kept,,thinking,ನನ್ನ ಮನೆಯವರು ತುಂಬಾ ಕಟ್ಟುನಿಟ್ಟಾದವರು,24327,2026-08-23T23:51:20Z
25747,kn,443,kept,,sad_acknowledge,ಯಾರೂ ನನ್ನ ಮಾತು ಕೇಳಲ್ಲ,24328,2026-08-23T23:51:20Z
25748,kn,443,kept,,negative_ack,"ಇಲ್ಲ, ಇದು ಕೆಲಸ ಮಾಡಲ್ಲ",24329,2026-08-23T23:51:21Z
25749,kn,443,kept,,positive_ack,ಇಲ್ಲಿ ತುಂಬಾ ಶಾಂತವಾಗಿದೆ,24330,2026-08-23T23:51:21Z
25750,kn,443,kept,,thinking,ಮನೆಗೆ ಯಾರೂ ಇಲ್ಲ ಅಂತ ಗೊತ್ತಿಲ್ಲ,24331,2026-08-23T23:51:21Z
25751,kn,443,kept,,clarifying_question,ಅವರು ಯಾವಾಗ ಬರ್ತಾರೆ?,24332,2026-08-23T23:51:21Z
25752,kn,448,kept,,empathetic,ನನಗೆ ತುಂಬಾ ಜ್ವರ ಬಂದಿದೆ,24333,2026-08-23T23:51:22Z
25753,kn,448,kept,,thinking,ನಾಳೆ ಬೆಳಗ್ಗೆ ಒಂಬತ್ತೂ ಗಂಟೆಗೆ ಅಪಾಯಿಂಟ್‌ಮೆಂಟ್ ಸಿಗುತ್ತಾ?,24334,2026-08-23T23:51:22Z
25754,kn,448,kept,,surprised,ಇನ್ನೊಂದು ವಾರ ಕಾಯಬೇಕು ಅಂತಾ ಹೇಳ್ತಾರೆ!,24335,2026-08-23T23:51:22Z
25755,kn,448,kept,,empathetic,ಆದರೆ ನನಗೆ ತುಂಬಾ ನೋವು ಇದೆ,24336,2026-08-23T23:51:22Z
25756,kn,448,kept,,thinking,ನನ್ನ ರಕ್ತದ ವರದಿಗಳು ಬಂದಿವೆಯೇ?,24337,2026-08-23T23:51:22Z
25757,kn,448,kept,,positive_ack,ಈಗಲೇ ಅಪಾಯಿಂಟ್‌ಮೆಂಟ್ ಬುಕ್ ಆಯ್ತಾ?,24338,2026-08-23T23:51:22Z
25758,kn,448,kept,,surprised,"ಅರೆ, ಇಷ್ಟು ಬೇಗೇ ಆಗಿಬಿಟ್ಟಾ?",24339,2026-08-23T23:51:23Z
25759,kn,448,kept,,excited,ನನಗೆ ತುಂಬಾ ಖುಷಿ ಆಯ್ತು!,24340,2026-08-23T23:51:23Z
25760,kn,448,kept,,agreeing,ಈ ಡಾಕ್ಟರ್ ತುಂಬಾ ಒಳ್ಳೆಯವರು ಅಂತ ಕೇಳಿದ್ದೀನಿ,24341,2026-08-23T23:51:23Z
25761,kn,448,kept,,empathetic,ನನಗೆ ಮರೆತು ಹೋಯಿತು,24342,2026-08-23T23:51:23Z
25762,kn,448,kept,,agreeing,ದಿನಾ ಬೆಳಗ್ಗೆ ವ್ಯಾಯಾಮ ಮಾಡಬೇಕು ಅಲ್ವಾ?,24343,2026-08-23T23:51:23Z
25763,kn,448,kept,,empathetic,ಇದು ತುಂಬಾ ತುರ್ತು ವಿಷಯ,24344,2026-08-23T23:51:23Z
25764,kn,449,kept,,empathetic,ಇದು ತುಂಬಾ ದಿನದಿಂದ ಹೀಗೇ ಇದೆ,24345,2026-08-23T23:51:23Z
25765,kn,449,kept,,apologetic,ನಾನು ಈಗಾಗಲೇ ಮೂರು ಸಲ ಕಾಲ್ ಮಾಡಿದ್ದೀನಿ,24346,2026-08-23T23:51:24Z
25766,kn,449,kept,,positive_ack,ಈ ಆಪ್ ಪದೇ ಪದೇ ಕ್ರ್ಯಾಶ್ ಆಗುತ್ತೆ,24347,2026-08-23T23:51:24Z
25767,kn,449,kept,,thinking,ನನಗೆ ರಿಫಂಡ್ ಯಾವಾಗ ಬರುತ್ತೆ ಅಂತ ಹೇಳಿ,24348,2026-08-23T23:51:24Z
25768,kn,449,kept,,agreeing,ನಾನು ಪೇಮೆಂಟ್ ಮಾಡಿದ್ದೀನಿ ಆದ್ರೆ ಅಪ್ಡೇಟ್ ಆಗಿಲ್ಲ,24349,2026-08-23T23:51:24Z
25769,kn,449,rejected,bad_script,apologetic,ನಿಮ್ಮ ಸರ್ವಿಸ್ ತುಂಬಾ മോಸಾಗಿದೆ,,2026-08-23T23:51:24Z
25770,kn,449,kept,,empathetic,ಯಾರೂ ಸರಿಯಾಗಿ ಉತ್ತರಿಸುತ್ತಿಲ್ಲ,24350,2026-08-23T23:51:25Z
25771,kn,449,kept,,positive_ack,ಈಗಲೇ ಫಿಕ್ಸ್ ಮಾಡಿ ನನಗೆ,24351,2026-08-23T23:51:25Z
25772,kn,449,kept,,thinking,ಬಿಲ್ ಇಂದೇ ಬಂದಿದೆ ಆದ್ರೆ ಪೇಮೆಂಟ್ ಫೇಲ್ ಆಯ್ತು,24352,2026-08-23T23:51:25Z
25773,kn,449,kept,,empathetic,ನಾನು ಇಡೀ ದಿನ ವೇಟ್ ಮಾಡಿದೆ,24353,2026-08-23T23:51:25Z
25774,kn,449,kept,,agreeing,ಇದು ಸರಿಯಾದ ರೀತಿ ಅಲ್ಲ,24354,2026-08-23T23:51:25Z
25775,kn,447,kept,,excited,ನಿಜವಾಗಿಯೂ ನಾನು ತುಂಬಾ ಖುಷಿಯಾಗಿದ್ದೇನೆ!,24355,2026-08-23T23:51:26Z
25776,kn,447,kept,,thinking,ಒಪ್ಪಂದದ ಪೇಪರ್ಸ್ ಎಲ್ಲಿದೆಯಾ?,24356,2026-08-23T23:51:26Z
25777,kn,447,kept,,negative_ack,ನನಗೆ ಆ ಏರಿಯಾ ಇಷ್ಟವಿಲ್ಲ.,24357,2026-08-23T23:51:27Z
25778,kn,447,kept,,skeptical,ಇದನ್ನು ನೋಡಿದ್ರೆ ತುಂಬಾ ಹಳೆಯ ಮನೆ ಅನಿಸುತ್ತೆ.,24358,2026-08-23T23:51:27Z
25779,kn,447,kept,,empathetic,ಇಲ್ಲಿ ವಾಸ ಮಾಡುವುದು ತುಂಬಾ ಕಷ್ಟ.,24359,2026-08-23T23:51:27Z
25780,kn,447,kept,,positive_ack,"ಮನೆ ತುಂಬಾ ದೊಡ್ಡದಿದೆ, ಅಲ್ವಾ?",24360,2026-08-23T23:51:27Z
25781,kn,447,kept,,empathetic,ಮನೆ ಮಾಲೀಕರು ಫೋನ್‌ಗೆ ಉತ್ತರಿಸುತ್ತಿಲ್ಲ.,24361,2026-08-23T23:51:27Z
25782,kn,447,kept,,surprised,ಇದು ತುಂಬಾ ಅಗ್ಗವಾಗಿದೆ!,24362,2026-08-23T23:51:27Z
25783,kn,447,kept,,negative_ack,ನನಗೆ ಈ ಬಣ್ಣ ಇಷ್ಟವಿಲ್ಲ.,24363,2026-08-23T23:51:28Z
25784,kn,447,kept,,no_filler,ನಾನು ನಾಳೆ ಬಂದು ನೋಡುತ್ತೇನೆ.,24364,2026-08-23T23:51:28Z
25785,kn,447,kept,,excited,ಈ ಮನೆ ತುಂಬಾ ಸುಂದರವಾಗಿದೆ!,24365,2026-08-23T23:51:28Z
25786,kn,447,kept,,thinking,ಇಲ್ಲಿ ಪೆಟ್ಸ್ ಇಡಬಹುದೇ?,24366,2026-08-23T23:51:28Z
25787,kn,447,kept,,empathetic,ಮನೆ ತುಂಬಾ ಕತ್ತಲೆಯಾಗಿ ಅನಿಸುತ್ತಿದೆ.,24367,2026-08-23T23:51:28Z
25788,kn,447,kept,,thinking,ಈಗಲೇ ಅಡ್ವಾನ್ಸ್ ಕೊಡಬೇಕಾ?,24368,2026-08-23T23:51:29Z
25789,kn,447,kept,,positive_ack,ನಾನು ಅಲ್ಲಿ ನೆಲೆಸಲು ಬಯಸುತ್ತೇನೆ.,24369,2026-08-23T23:51:29Z
25790,kn,447,kept,,surprised,"ಅಯ್ಯೋ, ಇದು ತುಂಬಾ ದುಬಾರಿ!",24370,2026-08-23T23:51:29Z
25791,kn,448,kept,,positive_ack,ಅಮ್ಮನಿಗೆ ಹುಟ್ಟಿದ ಹಬ್ಬದ ಶುಭಾಶಯ ತಿಳಿಸಿ,24371,2026-08-23T23:51:29Z
25792,kn,448,kept,,thinking,ಮನೆಗೆ ಹೊಸ ಪೀಠೋಪಕರಣಗಳು ಬೇಕಾಗುತ್ತೆ,24372,2026-08-23T23:51:29Z
25793,kn,448,kept,,no_filler,ನನ್ನ ತಂದೆಯವರಿಗೆ ಔಷಧಿ ನೆನಪಿಸಿ,24373,2026-08-23T23:51:29Z
25794,kn,448,kept,,thinking,ಅಡುಗೆ ಮನೆಯಲ್ಲಿ ಏನಾದರೂ ಹೊಸ ರೆಸಿಪಿ ಇದೆಯಾ?,24374,2026-08-23T23:51:29Z
25795,kn,448,kept,,empathetic,ಅಣ್ಣನ ಜೊತೆ ಜಗಳ ಆಯಿತು ನೋಡಿ,24375,2026-08-23T23:51:30Z
25796,kn,448,kept,,no_filler,ಮನೆ ಬಾಡಿಗೆ ಒಪ್ಪಂದವನ್ನು ನವೀಕರಿಸಿ,24376,2026-08-23T23:51:30Z
25797,kn,448,kept,,thinking,ತಂಗಿಗೆ ಯಾವ ಉಡುಗೊರೆ ಕೊಡಬಹುದು?,24377,2026-08-23T23:51:30Z
25798,kn,448,kept,,empathetic,ಮನೆಯಲ್ಲಿ ತುಂಬಾ ಗದ್ದಲ ಇದೆ,24378,2026-08-23T23:51:30Z
25799,kn,448,kept,,thinking,ನನ್ನ ಅಜ್ಜಿಯ ಹಳೆಯ ಕಥೆಗಳನ್ನು ಹೇಳು,24379,2026-08-23T23:51:30Z
25800,kn,448,kept,,no_filler,ಮನೆ ಕ್ಲೀನಿಂಗ್ ಸರ್ವಿಸ್ ಬುಕ್ ಮಾಡಿ,24380,2026-08-23T23:51:30Z
25801,kn,448,kept,,positive_ack,ಅಪ್ಪನಿಗೆ ಫೋನ್ ಮಾಡಿ ಹೇಳು,24381,2026-08-23T23:51:31Z
25802,kn,448,kept,,empathetic,ಮನೆಯ ಬಜೆಟ್ ಸ್ವಲ್ಪ ಜಾಸ್ತಿ ಆಯ್ತು,24382,2026-08-23T23:51:31Z
25803,kn,448,kept,,empathetic,ಮಕ್ಕಳ ಓದಿನ ಬಗ್ಗೆ ಚಿಂತೆ ಇದೆ,24383,2026-08-23T23:51:31Z
25804,kn,448,kept,,thinking,ಮನೆಗೆ ಯಾರಾದರೂ ಬಂದಿದ್ದಾರಾ?,24384,2026-08-23T23:51:31Z
25805,kn,448,kept,,thinking,ನನ್ನ ಹಣ ಇನ್ನೂ ಬರಲಿಲ್ಲ,24385,2026-08-23T23:51:31Z
25806,kn,448,kept,,thinking,ರೀಫಂಡ್ ಯಾವಾಗ ಬರುತ್ತೆ ಅಂತ ಹೇಳಿ,24386,2026-08-23T23:51:32Z
25807,kn,448,kept,,thinking,ಇದು ತುಂಬಾ ಜಾಸ್ತಿ ಆಯ್ತು ಅಲ್ವಾ?,24387,2026-08-23T23:51:32Z
25808,kn,448,kept,,thinking,ನನಗೆ ಇಮೇಲ್ ಬರಲಿಲ್ಲ,24388,2026-08-23T23:51:32Z
25809,kn,448,kept,,clarifying_question,ಆದರೆ ನಾನು ಪೇಮೆಂಟ್ ಮಾಡಿದೆ ಅಲ್ವಾ?,24389,2026-08-23T23:51:32Z
25810,kn,448,kept,,hesitating,ನನಗೆ ಸ್ವಲ್ಪ ಕನ್ಫ್ಯೂಷನ್ ಆಗಿದೆ,24390,2026-08-23T23:51:33Z
25811,kn,448,kept,,thinking,ಇನ್ನೊಂದು ಸಲ ಚೆಕ್ ಮಾಡಿ,24391,2026-08-23T23:51:33Z
25812,kn,448,kept,,thinking,ಎಲ್ಲಾ ಡೀಟೇಲ್ಸ್ ಸರಿಯಾಗಿ ಕೊಟ್ಟಿದ್ದೀನಿ,24392,2026-08-23T23:51:33Z
25813,kn,448,kept,,thinking,ಅದಕ್ಕೆ ಎಷ್ಟು ದಿನ ಬೇಕು?,24393,2026-08-23T23:51:33Z
25814,kn,448,kept,,positive_ack,ನಾನು ಈಗಲೇ ಪೇ ಮಾಡ್ತೀನಿ,24394,2026-08-23T23:51:33Z
25815,kn,448,kept,,thinking,ಇದಕ್ಕೆ ಚಾರ್ಜಸ್ ಇರುತ್ತಾ?,24395,2026-08-23T23:51:33Z
25816,kn,448,kept,,thinking,ಇದು ಕೆಲಸ ಮಾಡ್ತಿಲ್ಲ,24396,2026-08-23T23:51:34Z
25817,kn,448,kept,,positive_ack,ರೀಬೂಟ್ ಮಾಡಿದ್ದೀನಿ,24397,2026-08-23T23:51:34Z
25818,kn,448,kept,,empathetic,ಆದ್ರೆ ಇನ್ನೂ ಸ್ಲೋ ಇದೆ,24398,2026-08-23T23:51:34Z
25819,kn,448,kept,,thinking,ಸೆಟ್ಟಿಂಗ್ಸ್ ಎಲ್ಲಿ ಇರುತ್ತೆ?,24399,2026-08-23T23:51:34Z
25820,kn,448,kept,,agreeing,ಅಪ್ಡೇಟ್ ಮಾಡ್ತೀನಿ,24400,2026-08-23T23:51:34Z
25821,kn,448,kept,,empathetic,ಪಾಸುವರ್ಡ್ ಮರೆತುಹೋಗಿದೆ,24401,2026-08-23T23:51:35Z
25822,kn,448,kept,,positive_ack,ಹೌದು ಮಾಡಿದ್ದೀನಿ,24402,2026-08-23T23:51:35Z
25823,kn,448,kept,,empathetic,ಇದು ತುಂಬಾ ಕನ್ಫ್ಯೂಸಿಂಗ್ ಆಗಿದೆ,24403,2026-08-23T23:51:35Z
25824,kn,448,kept,,positive_ack,ಕೆಲಸ ಆಯ್ತು ಧನ್ಯವಾದಗಳು,24404,2026-08-23T23:51:35Z
25825,kn,448,kept,,encouraging,ಇನ್ನೇನು ಮಾಡಬೇಕು?,24405,2026-08-23T23:51:35Z
25826,kn,448,kept,,thinking,ಬ್ಯಾಟರಿ ಬೇಗ ಖಾಲಿಯಾಗ್ತಿದೆ,24406,2026-08-23T23:51:35Z
25827,kn,448,kept,,skeptical,ಇದು ಸರಿಯಾಗಿ ಇಲ್ಲ,24407,2026-08-23T23:51:36Z
25828,kn,448,kept,,skeptical,ಆದರೆ ಅಲ್ಲಿ ತುಂಬಾ ರಶ್ ಇರುತ್ತೆ ಅಲ್ವಾ?,24408,2026-08-23T23:51:36Z
25829,kn,448,kept,,negative_ack,ಬಸ್ ಟಿಕೆಟ್ ಸಿಗೋದು ತುಂಬಾ ಕಷ್ಟ ಆಗಿದೆ.,24409,2026-08-23T23:51:36Z
25830,kn,448,kept,,skeptical,ಇಷ್ಟೊಂದು ದುಬಾರಿ ಬೆಲೆ ಯಾಕೆ?,24410,2026-08-23T23:51:36Z
25831,kn,448,kept,,impatient,"ನನಗೀಗಲೇ ಬೇಕು, ಸ್ವಲ್ಪ ಬೇಗ ಮಾಡಿ.",24411,2026-08-23T23:51:37Z
25832,kn,448,kept,,skeptical,ಅಲ್ಲಿನ ಹವಾಮಾನ ಸರಿಯಾಗಿಲ್ಲ ಅಂತ ಕೇಳಿದೆ.,24412,2026-08-23T23:51:37Z
25833,kn,448,kept,,negative_ack,ನನಗೆ ಈ ಪ್ಲಾನ್ ಅಷ್ಟಕ್ಕಾಗುತ್ತಿಲ್ಲ.,24413,2026-08-23T23:51:37Z
25834,kn,448,kept,,thinking,ಇನ್ನಷ್ಟು ಕಡಿಮೆ ಬೆಲೆಯ ಹೋಟೆಲ್ ಇಲ್ಲವಾ?,24414,2026-08-23T23:51:37Z
25835,kn,448,kept,,negative_ack,ಅಲ್ಲಿಗೆ ಹೋಗೋಕೆ ತುಂಬಾ ಟೈಮ್ ಬೇಕಾಗುತ್ತೆ.,24415,2026-08-23T23:51:37Z
25836,kn,448,kept,,skeptical,ನಿಜವಾಗಿಯೂ ಅಲ್ಲಿನ ದಾರಿ ಸುಲಭವಾಗಿದೆಯಾ?,24416,2026-08-23T23:51:37Z
25837,kn,448,kept,,apologetic,ಅಯ್ಯೋ ತುಂಬಾ ಲೇಟ್ ಆಯ್ತು ನೋಡಿ,24417,2026-08-23T23:51:39Z
25838,kn,448,kept,,sad_acknowledge,ಆದರೆ ನಮಗೆ ಈ ಫುಡ್ ಅನ್ಸೂಟಬಲ್ ಆಯ್ತು,24418,2026-08-23T23:51:39Z
25839,kn,448,kept,,polite_interrupt,ದಯವಿಟ್ಟು ನನ್ನ ಮಾತನ್ನು ಕೇಳಿ,24419,2026-08-23T23:51:39Z
25840,kn,448,kept,,sad_acknowledge,ನನಗೀಗ ತುಂಬಾ ಬೇಜಾರಾಗ್ತಿದೆ,24420,2026-08-23T23:51:39Z
25841,kn,448,kept,,calming,ನೋಡಿ ನಾನು ಆಗಲೇ ಹೇಳಿದ್ದೆ,24421,2026-08-23T23:51:40Z
25842,kn,448,kept,,thinking,ಆದರೆ ಬೆಲೆ ತುಂಬಾ ಜಾಸ್ತಿ ಅನ್ಸುತ್ತೆ,24422,2026-08-23T23:51:40Z
25843,kn,448,kept,,sad_acknowledge,ನನಗೆ ಈ ಖಾರ ಸಹಿಸಲೋದು,24423,2026-08-23T23:51:40Z
25844,kn,448,kept,,apologetic,ನಾನು ರಿಫಂಡ್ ಕೇಳ್ತೀನಿ,24424,2026-08-23T23:51:41Z
25845,kn,448,kept,,negative_ack,ನೀವು ಹೇಳಿದ್ದು ಸರಿಯಿಲ್ಲ,24425,2026-08-23T23:51:41Z
25846,kn,448,kept,,calming,ನನ್ನ ಆರ್ಡರ್ ಇನ್ನೂ ಬರಲಿಲ್ಲ,24426,2026-08-23T23:51:41Z
25847,kn,448,kept,,sad_acknowledge,ನನಗೆ ಹಸಿವಾಗಿತ್ತು ಆದರೆ ಈಗ ಬೇಡ,24427,2026-08-23T23:51:41Z
25848,kn,450,kept,,encouraging,ನಾನು ಈಗಲೇ ಓದೋಕೆ ಶುರು ಮಾಡ್ಬೇಕು ಅನ್ಕೊಂಡಿದ್ದೀನಿ,24428,2026-08-23T23:51:42Z
25849,kn,450,kept,,empathetic,ನನಗೆ ಈ ವಿಷಯ ತುಂಬಾ ಕಷ್ಟ ಅನಿಸುತ್ತಿದೆ,24429,2026-08-23T23:51:42Z
25850,kn,450,kept,,excited,ನಾನು ಪರೀಕ್ಷೆಯಲ್ಲಿ ಪಾಸು ಮಾಡಿದ್ದೀನಿ!,24430,2026-08-23T23:51:42Z
25851,kn,450,kept,,empathetic,"ಅಯ್ಯೋ, ನಾನು ಪುಸ್ತಕ ಮರೆತು ಬಿಟ್ಟೆ",24431,2026-08-23T23:51:43Z
25852,kn,450,kept,,thinking,ಈ ಕೋರ್ಸ್ ಮುಗಿಸಲು ಎಷ್ಟು ವರ್ಷ ಬೇಕಾಗುತ್ತೆ?,24432,2026-08-23T23:51:43Z
25853,kn,450,kept,,apologetic,"ನನಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ, ಇನ್ನೊಮ್ಮೆ ಹೇಳುತ್ತೀರಾ?",24433,2026-08-23T23:51:44Z
25854,kn,450,kept,,agreeing,"ಓಹ್, ಇದು ಅಷ್ಟು ಸುಲಭ ಇರಲಿಲ್ಲ ಅಲ್ವಾ?",24434,2026-08-23T23:51:44Z
25855,kn,450,kept,,empathetic,ನಾನು ಇವತ್ತು ರಾತ್ರಿ ಪೂರ್ತಿ ಓದಬೇಕು,24435,2026-08-23T23:51:44Z
25856,kn,450,kept,,surprised,ಈ ಪುಸ್ತಕದಲ್ಲಿ ತುಂಬಾ ತಪ್ಪುಗಳಿವೆ,24436,2026-08-23T23:51:44Z
25857,kn,450,kept,,excited,ನನಗೆ ಸ್ಕಾಲರ್‌ಶಿಪ್ ಸಿಕ್ಕಿದೆ!,24437,2026-08-23T23:51:44Z
25858,kn,450,kept,,empathetic,ಇದು ತುಂಬಾ ಬೋರ್ ಆಗುತ್ತಿದೆ,24438,2026-08-23T23:51:45Z
25859,kn,450,kept,,positive_ack,ನಾನು ಹೊಸ ಭಾಷೆ ಕಲಿಯೋಕೆ ಇಷ್ಟ ಪಡ್ತೀನಿ,24439,2026-08-23T23:51:45Z
25860,kn,448,kept,,thinking,ನನ್ನ ತಾಯಿಗೆ ಈ ಡ್ರೆಸ್ ಇಷ್ಟ ಆಗುತ್ತಾ?,24440,2026-08-23T23:51:45Z
25861,kn,448,kept,,calming,ಮನೆಯಲ್ಲಿ ಶಾಂತಿ ಇರಬೇಕು,24441,2026-08-23T23:51:45Z
25862,kn,448,kept,,no_filler,ಮನೆಗೆ ಪೂಜೆಯ ತಯಾರಿ ಮಾಡು,24442,2026-08-23T23:51:45Z
25863,kn,448,kept,,agreeing,ಮಕ್ಕಳು ತುಂಬಾ ತುಂಟಾಟ ಮಾಡ್ತಾರೆ,24443,2026-08-23T23:51:45Z
25864,kn,448,kept,,thinking,ನನ್ನ ಮಗನಿಗೆ ಒಳ್ಳೆಯ ಶಾಲೆ ಹುಡುಕು,24444,2026-08-23T23:51:46Z
25865,kn,448,kept,,no_filler,ಮನೆಯ ಕರೆಂಟ್ ಬಿಲ್ ಪೇ ಮಾಡಿ,24445,2026-08-23T23:51:46Z
25866,kn,448,kept,,positive_ack,ಸಂಜೆ ಎಲ್ಲರೂ ಜೊತೆಯಾಗಿ ಊಟ ಮಾಡೋಣ,24446,2026-08-23T23:51:46Z
25867,kn,448,kept,,thinking,ಮನೆಯನ್ನು ಹೇಗೆ ಅಲಂಕರಿಸಲಿ?,24447,2026-08-23T23:51:46Z
25868,kn,448,kept,,agreeing,ಅಕ್ಕನಿಗೆ ಈ ವಿಷಯ ಗೊತ್ತಾಗಬಾರದು,24448,2026-08-23T23:51:46Z
25869,kn,448,kept,,thinking,ಮನೆಯಲ್ಲಿ ಯಾರೂ ಇಲ್ಲ,24449,2026-08-23T23:51:46Z
25870,kn,448,kept,,thinking,ತಂದೆಯವರಿಗೆ ಆರೋಗ್ಯದ ತಪಾಸಣೆ ಬೇಕು,24450,2026-08-23T23:51:47Z
25871,kn,448,kept,,thinking,ಮನೆಗೆ ಬರುವ ಅತಿಥಿಗಳಿಗೆ ಏನು ಮಾಡಲಿ?,24451,2026-08-23T23:51:47Z
25872,kn,448,kept,,empathetic,ನನಗೆ ತುಂಬಾ ಜ್ವರ ಇದೆ,24452,2026-08-23T23:51:47Z
25873,kn,448,kept,,thinking,ನಾಳೆ ಬೆಳಗ್ಗೆ ಒಂಬತ್ತು ಗಂಟೆಗೆ ಅಪಾಯಿಂಟ್‌ಮೆಂಟ್ ಸಿಗುತ್ತಾ?,24453,2026-08-23T23:51:47Z
